PLAYER_NAME,TEAM_ABBREVIATION,AGE,GP,MIN,PTS,REB,AST,STL,BLK,TOV,FG_PCT,FG3_PCT,FT_PCT,PLUS_MINUS,PLAYER_HEIGHT_INCHES,PLAYER_WEIGHT,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,TS%,3PAr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OBPM,DBPM,BPM,VORP,Pos
Ja'Kobe Walter,TOR,20,52,21.2,8.6,3.1,1.6,0.8,0.2,1,0.405,0.349,0.795,-1.6,77,180,2024,1,19,0.523,0.473,0.211,5.6,10.1,7.8,10.2,1.9,0.9,10.4,18.2,-2.3,-0.6,-3,PF
Jalen Brunson,NYK,28,65,35.4,26,2.9,7.3,0.9,0.1,2.5,0.488,0.383,0.821,2.2,74,190,2018,2,33,0.605,0.331,0.373,1.4,7.9,4.7,32.3,1.3,0.3,10.5,29.5,4.7,-1.3,3.3,C
Jalen Duren,DET,21,78,26.1,11.8,10.3,2.7,0.7,1.1,1.7,0.692,0,0.669,0.5,82,250,2022,1,13,0.703,0,0.443,15.2,28.7,22,14.7,1.3,4.2,17.2,16.4,1.6,1.5,3.1,SG
Jalen Green,HOU,23,82,32.9,21,4.6,3.4,0.9,0.3,2.5,0.423,0.354,0.813,2,76,186,2021,1,2,0.544,0.46,0.234,1.7,13.4,7.4,16,1.3,0.9,11.4,27.3,1.1,-0.5,0.5,PF
Jalen Johnson,ATL,23,36,35.7,18.9,10,5,1.6,1,2.9,0.5,0.312,0.746,1.5,80,219,2021,1,20,0.569,0.26,0.232,5.2,26,15.3,20.5,2,2.6,15.1,22.5,0.5,1.4,1.8,SG
Jalen Pickett,DEN,25,49,13.6,4.1,1.4,2.2,0.4,0.1,0.5,0.428,0.396,0.75,1.1,74,202,2023,2,32,0.545,0.561,0.044,2.6,8.8,5.9,19.5,1.4,0.7,11.6,13.2,-0.8,-0.7,-1.5,C
Jalen Smith,CHI,25,64,15,8.2,5.6,1,0.3,0.7,0.6,0.466,0.324,0.809,-0.6,81,215,2020,1,10,0.586,0.544,0.218,9.9,28.7,19.5,9.7,0.8,4,7.6,21,1.5,-0.6,0.9,PF
Jalen Suggs,ORL,24,35,28.6,16.2,4,3.7,1.5,0.9,2.9,0.41,0.314,0.882,0.1,77,205,2021,1,5,0.536,0.503,0.229,2.5,14.2,8.1,21.6,2.5,3.2,16.2,27.5,-0.8,1.3,0.4,PF
Jalen Williams,OKC,24,69,32.4,21.6,5.3,5.1,1.6,0.7,2.2,0.484,0.365,0.789,6.6,77,211,2022,1,12,0.573,0.291,0.256,2.9,14.6,8.8,23.4,2.4,2.1,10.3,27.5,2.7,1.4,4,SF
Jalen Wilson,BKN,24,79,25.7,9.5,3.4,1.8,0.5,0.1,1,0.397,0.337,0.818,-3.3,78,220,2023,2,51,0.541,0.584,0.266,4,11.4,7.5,10.8,1,0.2,10.2,16.6,-2.6,-1.3,-3.9,SF
Jamal Cain,NOP,26,37,13.6,5.3,2.3,0.6,0.6,0.2,0.6,0.43,0.325,0.68,-3.6,78,191,Undrafted,Undrafted,Undrafted,0.544,0.506,0.316,5.6,12.8,9.1,6.2,2.2,1.7,10.9,17,-2.5,-0.8,-3.4,SF
Jamal Murray,DEN,28,67,36.1,21.4,3.9,6,1.4,0.5,2.1,0.474,0.393,0.886,4.9,76,215,2016,1,7,0.584,0.354,0.219,2.2,9.3,5.9,23.2,1.8,1.2,10.1,24,1.8,-1,0.8,PF
Jamal Shead,TOR,22,75,19.6,7.1,1.5,4.2,0.8,0.1,1.6,0.405,0.323,0.768,-3.1,73,200,2024,2,45,0.499,0.442,0.137,2.1,6.4,4.2,29.8,1.9,0.7,18,18.6,-3.2,-0.9,-4.1,PG
James Harden,LAC,35,79,35.3,22.8,5.8,8.7,1.5,0.7,4.3,0.41,0.352,0.874,4.4,77,220,2009,1,3,0.582,0.516,0.446,2.3,16.1,9.3,36.8,2.1,2,18,29.6,3.5,0.8,4.3,PF
Jamison Battle,TOR,24,59,17.7,7.1,2.7,0.9,0.3,0.2,0.5,0.429,0.405,0.889,-3.1,79,220,Undrafted,Undrafted,Undrafted,0.59,0.746,0.052,3.7,12.8,8.1,7.1,0.8,0.9,7.1,15.3,-0.9,-1.3,-2.3,SG
Jarace Walker,IND,21,75,15.8,6.1,3.1,1.5,0.7,0.3,1,0.472,0.405,0.667,-1.9,79,235,2023,1,8,0.59,0.514,0.192,2.4,19,10.8,12.2,2.2,1.9,16.7,17.1,-1.8,0.8,-0.9,PG
Jared Butler,PHI,24,60,17.4,9,1.8,3.7,0.7,0.2,1.3,0.448,0.355,0.824,-2.2,75,193,2021,2,40,0.549,0.373,0.201,2.5,9.3,5.8,33.8,2,1.2,14,23.6,0.5,-1.5,-1,SF
Jared McCain,PHI,21,23,25.7,15.3,2.4,2.6,0.7,0,1.6,0.46,0.383,0.875,-1.2,75,195,2024,1,16,0.589,0.485,0.204,2.4,8.6,5.4,16.7,1.2,0,11,24.7,1.8,-1.6,0.2,C
Jaren Jackson Jr.,MEM,25,74,29.8,22.2,5.6,2,1.2,1.5,2.1,0.488,0.375,0.781,4.5,82,242,2018,1,4,0.591,0.321,0.328,4.4,15.5,10,10.1,1.9,4.7,9.9,28.1,1.6,0.8,2.3,C
Jarred Vanderbilt,LAL,26,36,16.1,4.1,5.1,1.1,1,0.3,0.8,0.488,0.281,0.556,1,80,214,2018,2,41,0.537,0.264,0.298,13.6,21.5,17.6,9.4,3,1.6,17.5,12.5,-2.3,1.3,-1,SG
Jarrett Allen,CLE,27,82,28,13.5,9.7,1.9,0.9,0.9,1.2,0.706,0,0.718,6.3,81,243,2017,1,22,0.724,0.008,0.433,10.5,26.7,18.8,9.5,1.6,2.9,11.3,15.9,3,1.2,4.2,PF
Javonte Green,CLE,31,68,18.5,5.1,3.2,0.8,1,0.5,0.5,0.429,0.326,0.724,-3.1,77,205,Undrafted,Undrafted,Undrafted,0.541,0.491,0.265,5,13.9,9.4,5.9,2.5,2.4,9.1,11.8,-2.8,0.5,-2.3,PG
Jaxson Hayes,LAL,25,56,19.5,6.8,4.8,1,0.6,0.9,0.8,0.722,0,0.622,1.6,84,220,2019,1,8,0.72,0.013,0.439,8.3,19.1,13.9,7.5,1.4,4.4,13.9,12.4,-1.6,1.3,-0.3,C
Jay Huff,MEM,27,64,11.7,6.9,2,0.6,0.3,0.9,0.5,0.515,0.405,0.786,0.4,85,240,Undrafted,Undrafted,Undrafted,0.666,0.656,0.184,4.3,13.9,9.1,7,1,6.9,9.3,19.6,2.5,1,3.5,SG
Jaylen Brown,BOS,28,63,34.3,22.2,5.8,4.5,1.2,0.3,2.6,0.463,0.324,0.764,6.4,78,223,2016,1,3,0.555,0.32,0.288,4.1,14.4,9.3,21.4,1.7,0.8,11.4,28.9,0.4,-0.4,0,C
Jaylen Clark,MIN,23,40,13,4.1,1.3,0.7,0.9,0.1,0.2,0.467,0.431,0.784,1.1,76,205,2023,2,53,0.598,0.425,0.308,5.6,5.6,5.6,6.7,3.4,0.4,5.5,12,-2.9,2.7,-0.2,PG
Jaylen Wells,MEM,21,79,25.9,10.4,3.4,1.7,0.6,0.1,0.9,0.425,0.352,0.822,2.4,80,,2024,2,39,0.56,0.58,0.2,4.6,9.3,6.9,8.4,1,0.4,8.6,15.9,-1.2,-1,-2.2,PF
Jaylin Williams,OKC,23,47,16.7,5.9,5.6,2.6,0.5,0.6,0.7,0.439,0.399,0.767,6.4,81,240,2022,2,34,0.594,0.692,0.136,6.7,28.7,17.9,19,1.3,3.7,13,14.6,1.5,2.7,4.3,PF
Jaylon Tyson,CLE,22,47,9.6,3.6,2,0.9,0.3,0.1,0.6,0.43,0.345,0.792,0,78,215,2024,1,20,0.523,0.389,0.161,9.1,13.7,11.5,12.4,1.4,0.6,14,17.4,-2.4,-0.2,-2.7,PF
Jayson Tatum,BOS,27,72,36.4,26.8,8.7,6,1.1,0.5,2.9,0.452,0.343,0.814,7.4,80,210,2017,1,3,0.582,0.497,0.3,2,23.7,12.9,27,1.5,1.3,11.2,31.2,4.4,0.8,5.2,PF
Jeff Dowtin Jr.,PHI,28,41,15.1,7,1.5,1.9,0.6,0.3,0.4,0.487,0.4,0.733,-2.5,75,177,Undrafted,Undrafted,Undrafted,0.57,0.304,0.196,2.1,9.1,5.5,19.6,1.9,1.9,5.7,18.6,0.7,-0.5,0.2,SF
Jeff Green,HOU,38,32,12.4,5.4,1.8,0.6,0.2,0.1,0.3,0.504,0.367,0.808,-1.2,80,235,2007,1,5,0.649,0.653,0.215,2.9,12.9,7.8,7,0.7,0.9,6.4,14.7,0.3,0,0.4,SG
Jerami Grant,POR,31,47,32.4,14.4,3.5,2.1,0.9,1,1.4,0.373,0.365,0.849,-4.3,79,210,2014,2,39,0.523,0.516,0.289,1.8,10,5.8,9.5,1.3,2.7,9.1,19.4,-1.4,-0.3,-1.6,SG
Jeremiah Robinson-Earl,NOP,24,66,18.8,6.3,4.8,1.3,0.6,0.1,0.8,0.455,0.341,0.836,-5,80,240,2021,2,32,0.563,0.473,0.159,9.3,18.4,13.7,9.9,1.5,0.5,12.1,14.4,-0.9,-1.6,-2.5,PF
Jeremy Sochan,SAS,22,54,25.3,11.4,6.5,2.4,0.8,0.5,1.6,0.535,0.308,0.696,-1.6,80,230,2022,1,9,0.589,0.194,0.267,10,17.7,13.8,13.7,1.6,1.8,13.8,19,-0.8,-0.4,-1.2,PG
Jericho Sims,MIL,26,53,11.9,1.8,3.7,0.6,0.2,0.4,0.6,0.634,0,0.615,0.5,82,250,2021,2,58,0.639,0,0.183,12.9,22,17.6,6.4,0.8,2.8,30.1,7.6,-3.1,0.1,-3,PF
Jett Howard,ORL,21,60,11.7,4.5,1.2,0.7,0.2,0.2,0.6,0.374,0.296,0.696,-1.4,78,215,2023,1,11,0.491,0.71,0.088,3.1,8.6,5.7,9.6,0.9,1.5,11.7,19.2,-4.1,-1.2,-5.3,SF
Jevon Carter,CHI,29,36,8.9,4.3,1.1,1.1,0.4,0.1,0.3,0.377,0.333,0.8,1,73,200,2018,2,32,0.509,0.719,0.068,1.3,11.2,6.4,17.2,1.9,0.8,6.8,21,-1,-1.1,-2.1,C
Jimmy Butler,GSW,35,55,31.7,17.5,5.4,5.4,1.4,0.3,1.3,0.504,0.308,0.842,4.5,79,230,2011,1,30,0.626,0.174,0.657,7.7,10.8,9.2,25.5,2.2,1,8.8,20.8,4,1,4.9,PG
Jock Landale,HOU,29,42,11.9,4.8,3.3,0.9,0.3,0.2,0.5,0.533,0.423,0.675,-0.6,83,255,Undrafted,Undrafted,Undrafted,0.59,0.171,0.263,11.7,17.6,14.6,10.3,1.3,1.8,11,15.7,0,0.4,0.4,SF
John Collins,UTA,27,40,30.5,19,8.2,2,1,1,2.6,0.527,0.399,0.848,-0.4,81,226,2017,1,19,0.628,0.279,0.309,7.9,20.9,14.4,10.8,1.5,3.1,14.6,24.2,1.4,-0.4,1,PF
John Konchar,MEM,29,46,12.1,2.4,3.3,0.9,0.7,0.3,0.3,0.451,0.371,0.875,1.3,77,210,Undrafted,Undrafted,Undrafted,0.592,0.681,0.088,7.1,21.4,14.3,8.8,2.5,2.3,14.5,8,-0.7,2.3,1.7,C
Johnny Davis,WAS,23,34,7.1,2.4,1.1,0.3,0.4,0.2,0.2,0.41,0.241,0.6,-0.8,76,195,2022,1,10,0.473,0.372,0.192,4.3,12.1,8.2,6.6,2.9,2.2,7.6,15.9,-3.5,0.7,-2.8,SG
Johnny Furphy,IND,20,50,7.6,2.1,1.4,0.4,0.4,0.2,0.2,0.38,0.3,0.818,0.4,81,200,2024,2,35,0.506,0.543,0.239,6.8,14,10.4,6.2,2.3,2.6,10.6,13,-3,0.6,-2.5,SF
Johnny Juzang,UTA,24,64,19.8,8.9,2.9,1.1,0.6,0.1,0.6,0.429,0.376,0.849,-5.6,77,226,Undrafted,Undrafted,Undrafted,0.573,0.661,0.112,3.6,12,7.8,7.9,1.5,0.6,6.7,17.6,-0.9,-1.4,-2.3,PG
Jonas Valanciunas,SAC,33,81,18.8,10.4,7.7,2,0.5,0.6,1.5,0.55,0.216,0.879,-3.8,83,265,2011,1,5,0.602,0.059,0.263,13.3,30.7,22,17.6,1.2,2.8,14.6,22.8,0.8,-0.1,0.6,C
Jonathan Isaac,ORL,27,71,15.4,5.4,4.4,0.6,0.9,1.1,0.5,0.414,0.258,0.682,-0.5,82,230,2017,1,6,0.512,0.466,0.33,12,21.5,16.5,5.5,2.8,7,8.2,16.2,-1.1,1.8,0.7,SG
Jonathan Kuminga,GSW,22,47,24.3,15.3,4.6,2.2,0.8,0.4,1.5,0.454,0.305,0.668,0.2,79,225,2021,1,7,0.535,0.266,0.414,5.1,15.6,10.2,14.6,1.6,1.7,9.6,27.4,-0.5,-0.1,-0.6,SG
Jonathan Mogbo,TOR,23,63,20.4,6.2,4.9,2.3,0.9,0.5,1.1,0.438,0.243,0.732,-3.8,81,225,2024,2,31,0.496,0.197,0.23,8.9,17.3,13,15.3,2.1,2.5,15.1,15,-2.9,1,-1.9,SF
Jordan Clarkson,UTA,33,37,26,16.2,3.2,3.7,0.8,0.2,2.3,0.408,0.362,0.797,-5.5,75,194,2014,2,46,0.54,0.471,0.29,2.8,10.4,6.6,22.9,1.5,0.9,13.4,27.8,0.6,-2.1,-1.5,SF
Jordan Goodwin,LAL,26,29,18.7,5.6,3.9,1.4,1,0.4,0.9,0.438,0.382,0.818,-0.4,77,215,Undrafted,Undrafted,Undrafted,0.541,0.472,0.076,8.1,14.9,11.6,10.5,2.7,1.9,14.9,14.1,-1.7,0.8,-0.8,SG
Jordan Hawkins,NOP,23,56,23.6,10.8,2.8,1.2,0.5,0.4,1,0.372,0.331,0.816,-5.7,77,190,2023,1,14,0.504,0.597,0.176,2,11.2,6.5,7.3,1.1,1.7,8.8,21,-2.4,-3,-5.4,C
Jordan McLaughlin,SAS,29,46,6.8,2.1,0.7,1.1,0.3,0,0.3,0.431,0.413,0.773,1.2,72,185,Undrafted,Undrafted,Undrafted,0.6,0.639,0.306,2.1,8.5,5.3,21,2.5,0.3,16.4,13.3,-1.6,0,-1.6,PG
Jordan Miller,LAC,25,37,11.4,4.1,1.6,0.9,0.5,0.1,0.7,0.433,0.211,0.8,-1.7,77,194,2023,2,48,0.509,0.284,0.261,6.3,9.3,7.8,11.2,2,1.2,14.8,18.2,-3,0.2,-2.8,SG
Jordan Poole,WAS,26,68,29.4,20.5,3,4.5,1.3,0.4,3,0.432,0.378,0.883,-8.2,76,194,2019,1,28,0.591,0.588,0.259,1.6,9,5.3,25.6,2,1.2,14.8,29,2,-1.6,0.4,PF
Jordan Walsh,BOS,21,52,7.8,1.6,1.3,0.4,0.2,0.2,0.3,0.361,0.273,0.583,0.5,78,205,2023,2,38,0.464,0.663,0.145,6.2,12.4,9.3,6,1.5,2.5,16.1,11.5,-4.4,0.5,-3.9,SF
Jose Alvarado,NOP,27,56,24.4,10.3,2.4,4.6,1.3,0.3,1.5,0.392,0.359,0.811,-4.1,72,179,Undrafted,Undrafted,Undrafted,0.523,0.593,0.142,2.1,8.9,5.4,27.3,2.6,1,13.4,19.8,-0.6,-0.8,-1.4,PG
Josh Giddey,CHI,22,70,30.2,14.6,8.1,7.2,1.2,0.6,2.9,0.465,0.378,0.781,-1,80,216,2021,1,6,0.57,0.348,0.281,6.4,21.4,14,32.9,1.9,1.8,18.4,21.7,1.9,1.1,3,PG
Josh Green,CHA,24,68,27.8,7.4,2.5,1.6,1.1,0.2,1,0.428,0.391,0.681,-5.4,77,200,2020,1,18,0.559,0.589,0.171,3.1,6.7,4.9,8.2,1.9,0.8,13.4,11.8,-4.5,0.2,-4.3,PG
Josh Hart,NYK,30,77,37.6,13.6,9.6,5.9,1.5,0.4,2.1,0.525,0.333,0.776,2.6,76,215,2017,1,30,0.611,0.327,0.266,6.4,22.6,14.6,20.7,2,0.9,15.5,15.3,1.1,1.8,2.8,PG
Josh Minott,MIN,22,46,6,2.6,1,0.4,0.3,0.3,0.2,0.489,0.326,0.895,-0.3,80,205,2022,2,45,0.605,0.478,0.211,4.9,13.8,9.4,9.5,2.7,4,10.1,17.2,-0.7,2.9,2.2,PF
Josh Okogie,CHA,26,40,15.6,7.1,2.8,0.8,1.2,0.5,0.8,0.443,0.348,0.741,-0.3,76,213,2018,1,20,0.567,0.434,0.401,8,11.8,9.9,7.9,3.8,2.8,11.1,19.5,-0.1,1.6,1.5,C
Jrue Holiday,BOS,35,62,30.6,11.1,4.3,3.9,1.1,0.4,1.2,0.443,0.353,0.909,5.5,76,205,2009,1,17,0.565,0.534,0.134,4.4,10.8,7.6,17.3,1.7,1.3,11.3,15.8,-0.3,1,0.7,SF
JT Thor,WAS,22,20,12.5,3.6,2.4,0.3,0.4,0.5,0.5,0.424,0.286,0.682,-4.8,81,203,2021,2,37,0.517,0.356,0.373,8.4,11.8,10.1,3.3,1.5,3.2,11.6,13.1,-4.3,-1.1,-5.4,PF
Julian Champagnie,SAS,24,82,23.6,9.9,3.9,1.4,0.7,0.4,0.9,0.415,0.371,0.904,-0.8,79,217,Undrafted,Undrafted,Undrafted,0.577,0.722,0.141,3.7,13.9,8.8,7.9,1.5,1.6,9.5,17.2,-0.3,-0.9,-1.3,SG
Julian Phillips,CHI,21,79,14.2,4.6,2.1,0.5,0.5,0.3,0.3,0.446,0.327,0.789,0.4,80,198,2023,2,35,0.571,0.533,0.265,6.4,9.4,7.9,4.4,1.6,1.5,7.8,12.9,-2.6,-0.4,-3,SG
Julian Strawther,DEN,23,65,21.3,9,2.2,1.3,0.6,0.2,0.9,0.432,0.349,0.822,-1.1,78,205,2023,1,29,0.559,0.553,0.185,1.4,9.5,5.6,7.6,1.4,1,9.8,17.8,-3.1,-1.4,-4.5,SG
Julius Randle,MIN,30,69,32.3,18.7,7.1,4.7,0.7,0.2,2.8,0.485,0.344,0.806,2.4,81,250,2014,1,7,0.593,0.334,0.357,7.3,16.8,12.1,22.5,1,0.7,15.3,25,1.5,-0.2,1.3,C
Justin Champagnie,WAS,24,62,21.6,8.8,5.7,1,1,0.6,0.9,0.511,0.383,0.685,-4.6,78,206,Undrafted,Undrafted,Undrafted,0.614,0.47,0.178,8.6,18.6,13.6,6.8,2.3,2.6,10.9,15.6,-0.3,-0.2,-0.5,PF
Justin Edwards,PHI,21,44,26.2,10.1,3.4,1.6,1,0.4,1.1,0.455,0.363,0.696,-6.4,79,203,Undrafted,Undrafted,Undrafted,0.559,0.503,0.122,4.3,10.4,7.3,8.9,1.9,1.4,11,16.9,-2.1,-1.6,-3.7,C
Jusuf Nurkic,CHA,30,51,20.8,8.9,7.8,2.3,0.8,0.7,1.9,0.477,0.305,0.664,-3.6,84,290,2014,1,16,0.555,0.298,0.364,8.8,32,20.5,16.8,1.9,3.1,19.2,20.6,-2.2,0.9,-1.3,SG
Kai Jones,DAL,24,40,11.7,5,3.1,0.6,0.4,0.6,0.5,0.798,0.2,0.719,-0.5,83,221,2021,1,19,0.804,0.046,0.294,9.6,19.7,14.8,7.9,1.6,4.6,12.8,13,1.4,1.5,2.9,C
Karl-Anthony Towns,NYK,29,72,35,24.4,12.8,3.1,1,0.7,2.7,0.526,0.42,0.829,5.3,84,248,2015,1,1,0.63,0.278,0.337,9.8,32,21,13.8,1.4,1.9,12.1,27.4,3.5,0.1,3.6,C
Karlo Matkovic,NOP,24,42,18.8,7.7,5,1.1,0.5,1,1,0.574,0.318,0.773,-2.1,82,231,2022,2,52,0.639,0.281,0.187,8.5,20.4,14.2,8.6,1.3,5,14.5,15.9,-1.9,-0.2,-2,SF
Kawhi Leonard,LAC,34,37,31.9,21.5,5.9,3.1,1.6,0.5,1.9,0.498,0.411,0.81,8,79,225,2011,1,15,0.589,0.305,0.194,3.4,17.4,10.5,16.4,2.5,1.4,9.6,27.7,2.5,0.6,3.1,SG
Keaton Wallace,ATL,26,31,16.2,5.4,1.6,2.6,0.9,0.3,1.1,0.401,0.329,1,-0.6,75,185,Undrafted,Undrafted,Undrafted,0.503,0.506,0.068,1.5,9.6,5.5,21,2.6,1.7,16.5,16.4,-3.3,1,-2.3,SF
Keegan Murray,SAC,24,76,34.3,12.4,6.7,1.4,0.8,0.9,0.8,0.444,0.343,0.833,0.6,80,225,2022,1,4,0.553,0.548,0.088,6.3,15.5,10.9,5.6,1.1,2.6,6.6,15,-0.8,-0.8,-1.6,SG
Keldon Johnson,SAS,25,77,23.9,12.7,4.8,1.6,0.6,0.3,1,0.482,0.318,0.773,-2.8,77,220,2019,1,29,0.572,0.356,0.252,6.5,15.1,10.8,10.2,1.3,1.1,8.3,21.6,0,-1.6,-1.6,SG
Kel'el Ware,MIA,21,64,22.2,9.3,7.4,0.9,0.6,1.1,0.9,0.554,0.315,0.687,0.6,84,230,2024,1,15,0.603,0.239,0.144,9.1,27.5,18.4,6.5,1.4,4.8,10.4,17.2,-0.7,0.6,-0.1,SG
Kelly Olynyk,NOP,34,44,20.2,8.7,4.7,2.9,0.8,0.4,1.7,0.5,0.418,0.769,-1.3,83,240,2013,1,13,0.609,0.295,0.403,7.3,17.9,12.4,20.5,1.8,2,19.4,18.5,-1.1,0.4,-0.7,PF
Kelly Oubre Jr.,PHI,29,60,34.6,15.1,6.1,1.8,1.5,0.5,1.3,0.47,0.293,0.751,-4.3,80,203,2015,1,15,0.551,0.327,0.25,5.1,15.4,10,7.9,2.2,1.4,8.9,18.9,-1.7,-0.6,-2.3,SG
Kenrich Williams,OKC,30,69,16.4,6.3,3.5,1.4,0.6,0.1,0.6,0.483,0.386,0.718,4.8,78,210,Undrafted,Undrafted,Undrafted,0.587,0.483,0.11,6.3,16.3,11.4,11,1.8,0.9,9.5,15.4,-0.4,0.9,0.6,PF
Kentavious Caldwell-Pope,MEM,32,77,29.6,8.7,2.2,1.8,1.3,0.4,0.8,0.439,0.342,0.863,0.1,77,204,2013,1,8,0.574,0.607,0.175,1.6,7.2,4.3,8.7,2.2,1.4,9.6,12.4,-3,1.6,-1.4,PG
Keon Ellis,SAC,25,80,24.4,8.3,2.7,1.5,1.5,0.8,0.9,0.489,0.433,0.849,0.8,76,175,Undrafted,Undrafted,Undrafted,0.664,0.692,0.185,3.4,8.8,6.1,8,3,3.2,12.4,12.7,-0.1,2,1.9,PG
Keon Johnson,BKN,23,79,24.4,10.6,3.8,2.2,1,0.4,1.5,0.389,0.314,0.77,-5.4,77,185,2021,1,21,0.499,0.515,0.178,3.5,14.5,8.8,14.6,2.1,1.5,12.1,21.7,-3.1,-0.1,-3.3,PG
Kessler Edwards,DAL,24,40,15.2,4.2,2.9,1.1,0.5,0.5,0.4,0.496,0.407,0.923,-4,79,203,2021,2,44,0.597,0.4,0.096,4,16.3,10.3,9.1,1.5,2.8,10.2,11.1,-2,0.6,-1.4,PF
Kevin Durant,PHX,36,62,36.5,26.6,6,4.2,0.8,1.2,3.1,0.527,0.43,0.839,-0.6,83,240,2007,1,2,0.642,0.331,0.321,1.2,16.9,9.2,19.6,1.1,3.2,12.9,28.7,3.9,-0.7,3.2,PF
Kevin Huerter,CHI,26,69,24.3,9.9,3,2.3,1,0.3,1,0.425,0.338,0.714,1.5,79,198,2018,1,19,0.544,0.647,0.081,2,11.3,6.7,12.6,1.9,1.3,9.7,17.5,-1.8,-0.2,-2,PF
Kevin Love,MIA,36,23,10.9,5.3,4.1,1,0.7,0.2,0.6,0.357,0.358,0.696,-1.1,80,251,2008,1,5,0.488,0.583,0.2,9.8,31.4,20.7,13.1,3,1.5,10.1,24.6,-0.3,0.7,0.4,PF
Kevin Porter Jr.,MIL,25,75,19.8,10.3,3.7,3.4,1.1,0.2,1.8,0.449,0.311,0.769,0.4,76,203,2019,1,30,0.531,0.271,0.259,3.2,17.3,10.4,25.9,2.7,0.9,15.8,25.4,-1.6,0.9,-0.6,C
Kevon Looney,GSW,29,76,15,4.5,6.1,1.6,0.6,0.5,0.5,0.514,0.4,0.566,1.5,81,222,2015,1,30,0.535,0.018,0.356,16.9,26.9,21.8,14.3,2,3.1,10.8,13.3,-1,1.3,0.3,C
