PLAYER_NAME,TEAM_ABBREVIATION,AGE,GP,MIN,PTS,REB,AST,STL,BLK,TOV,FG_PCT,FG3_PCT,FT_PCT,PLUS_MINUS,PLAYER_HEIGHT_INCHES,PLAYER_WEIGHT,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,TS%,3PAr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OBPM,DBPM,BPM,VORP,Pos
Keyonte George,UTA,21,67,31.5,16.8,3.8,5.6,0.7,0.1,2.7,0.391,0.343,0.818,-7.6,76,185,2023,1,16,0.539,0.552,0.31,1.3,11.5,6.5,26.9,1,0.4,14.9,24.3,-0.2,-2.5,-2.7,SF
Khris Middleton,WAS,33,37,22.8,11.9,3.7,4.1,0.9,0.2,1.5,0.475,0.361,0.857,1.1,79,222,2012,2,39,0.588,0.395,0.249,1.7,15.4,8.7,26.8,2,0.9,13,22,0.4,0.3,0.7,PG
KJ Martin,UTA,24,43,21.2,6.4,2.9,1.1,0.4,0.5,0.6,0.552,0.259,0.787,-3.3,78,215,2020,2,52,0.618,0.289,0.234,3.6,11.8,7.6,7.4,0.9,2.3,9.8,11.5,-3.2,-0.3,-3.6,SF
KJ Simpson,CHA,22,36,23.4,7.8,3,3.1,0.9,0.2,1.6,0.346,0.254,0.82,-7.7,72,189,2024,2,42,0.437,0.432,0.166,4.8,9,6.9,19.8,2,0.7,14.8,19.1,-4.5,-0.9,-5.4,C
Klay Thompson,DAL,35,72,27.3,14,3.4,2,0.7,0.4,1.2,0.412,0.391,0.905,-1.1,77,220,2011,1,11,0.552,0.631,0.084,2.5,11,6.8,10.7,1.2,1.3,8.8,21.8,0.7,-1.6,-1,SF
Kobe Brown,LAC,25,40,6.8,1.9,1.6,0.6,0.2,0.1,0.3,0.458,0.231,0.714,-1.3,79,250,2023,1,30,0.513,0.361,0.097,8,18.9,13.5,11.9,1.3,1.5,13.8,14,-2.5,0.4,-2.1,C
Kris Dunn,LAC,31,74,24.1,6.4,3.4,2.8,1.7,0.4,1,0.439,0.335,0.682,3.5,75,205,2016,1,5,0.531,0.513,0.05,3.4,12.4,8,15.6,3.5,1.5,14.2,12.7,-2.8,3.4,0.6,PF
Kris Murray,POR,24,69,15.1,4.2,2.6,1,0.5,0.2,0.6,0.419,0.225,0.456,-0.7,80,216,2023,1,23,0.472,0.43,0.204,7.7,11.3,9.5,9,1.6,1.5,12.4,13.9,-3.1,0.1,-3,SG
Kristaps Porzingis,BOS,29,42,28.8,19.5,6.8,2.1,0.7,1.5,1.3,0.483,0.412,0.809,4.1,86,240,2015,1,4,0.618,0.436,0.347,6.1,19.3,12.8,11.4,1.3,4.8,7.4,25.9,3.5,1.2,4.7,SG
Kyle Anderson,MIA,31,61,16.4,5.9,3.4,2.4,0.7,0.5,0.6,0.469,0.357,0.738,-0.4,81,230,2014,1,30,0.538,0.231,0.215,5.7,16.8,11.2,20.7,2,3.1,10,15.9,-0.6,2.2,1.5,SG
Kyle Filipowski,UTA,21,72,21.1,9.6,6.1,1.9,0.7,0.3,1.4,0.502,0.35,0.65,-5.1,83,250,2024,2,32,0.594,0.425,0.276,8,23.1,15.6,13.9,1.5,1.4,14.9,18.7,-0.6,-0.3,-1,SG
Kyle Kuzma,MIL,29,65,29.8,14.8,5.7,2.3,0.6,0.3,2.2,0.436,0.307,0.634,-6.4,81,221,2017,1,27,0.514,0.369,0.238,3,17.1,10.2,12.1,0.9,0.9,13.5,24,-2.9,-2,-4.9,C
Kyle Lowry,PHI,39,35,18.8,3.9,1.9,2.7,0.9,0.3,0.6,0.35,0.33,0.818,-2,72,196,2006,1,24,0.525,0.752,0.282,1.8,10,5.8,19.2,2.5,1.6,13.8,10.1,-2.8,1.5,-1.3,PF
Kyrie Irving,DAL,33,50,36.1,24.7,4.8,4.6,1.3,0.5,2.2,0.473,0.401,0.916,2.5,74,195,2011,1,1,0.594,0.38,0.226,3.7,10.6,7.2,20.5,1.8,1.1,9.7,27.4,3.9,-0.5,3.4,PF
Kyshawn George,WAS,21,68,26.5,8.7,4.2,2.5,1,0.7,1.4,0.372,0.322,0.753,-5.3,80,200,2024,1,24,0.503,0.648,0.17,2.8,13.7,8.2,13.3,1.8,2.5,14.2,15.9,-3.8,-0.3,-4.1,PF
LaMelo Ball,CHA,23,47,32,25.2,4.9,7.4,1.1,0.3,3.6,0.405,0.339,0.843,-2.8,79,180,2020,1,3,0.536,0.526,0.228,3.3,13.4,8.2,43.8,1.8,0.8,13.1,35.9,4.1,-0.9,3.2,SG
Landry Shamet,NYK,28,50,15.2,5.7,1.2,0.5,0.5,0,0.4,0.461,0.397,0.667,1.8,76,190,2018,1,26,0.601,0.678,0.078,1.7,7.5,4.6,4.7,1.5,0.2,8.5,14.8,-1.9,-0.6,-2.4,PG
Larry Nance Jr.,ATL,32,24,19.3,8.5,4.3,1.6,0.8,0.5,0.7,0.516,0.447,0.692,-4,80,245,2015,1,27,0.632,0.49,0.084,5.3,19.4,12.2,11.3,2,2.6,9.1,15.7,1.1,0.7,1.8,SG
Lauri Markkanen,UTA,28,47,31.4,19,5.9,1.5,0.7,0.4,1.4,0.423,0.346,0.876,-4,84,240,2017,1,7,0.571,0.57,0.264,5.3,14.9,10.1,7.5,1.1,1.1,7.8,24,1.8,-2.1,-0.3,PG
LeBron James,LAL,40,70,34.9,24.4,7.8,8.2,1,0.6,3.7,0.513,0.376,0.782,-0.8,81,250,2003,1,1,0.604,0.312,0.261,3.4,21.2,12.6,40.3,1.4,1.5,15.5,30.1,4.9,0.7,5.6,SF
Lindy Waters III,DET,27,52,15,4.9,2.1,1,0.5,0.2,0.4,0.369,0.344,0.727,0.3,78,210,Undrafted,Undrafted,Undrafted,0.504,0.747,0.044,2.7,12.8,7.6,9.1,1.7,1.3,7.3,14.8,-3,0.2,-2.8,SG
Lonnie Walker IV,PHI,26,20,23.8,12.4,3.2,2.5,0.5,0.3,1.3,0.42,0.354,0.8,-7.1,76,204,2018,1,18,0.548,0.599,0.142,1.4,14.1,7.5,16.5,1,1,10,22.8,0,-2.4,-2.4,PF
Lonzo Ball,CHI,27,35,22.2,7.6,3.4,3.3,1.3,0.5,1.2,0.366,0.344,0.815,2.9,78,190,2017,1,2,0.524,0.802,0.111,3.4,12.3,8,18.9,2.8,1.9,13.9,15.9,-1.5,1.7,0.2,PG
Luguentz Dort,OKC,26,71,29.2,10.1,4.1,1.6,1.1,0.5,0.7,0.435,0.412,0.717,7.7,76,220,Undrafted,Undrafted,Undrafted,0.586,0.696,0.078,4.7,10.3,7.6,6.9,1.8,1.9,7.7,13.6,-0.6,0.8,0.2,SG
Luka Doncic,LAL,26,50,35.4,28.2,8.2,7.7,1.8,0.4,3.6,0.45,0.368,0.782,6.9,78,230,2018,1,3,0.587,0.469,0.385,2.6,22.6,12.8,36.1,2.5,1.1,13,33.9,5.5,1.2,6.7,PG
Luka Garza,MIN,26,39,5.6,3.5,1.4,0.3,0.2,0.1,0.3,0.495,0.278,0.686,0,82,243,2021,2,52,0.573,0.343,0.333,16,11.5,13.7,8.2,1.4,1.3,9.1,26.2,-0.4,-1.9,-2.3,SG
Luke Kennard,MEM,29,65,22.6,8.9,2.8,3.3,0.8,0.1,1.1,0.478,0.433,0.895,1.9,77,206,2017,1,12,0.631,0.606,0.132,2.7,10.4,6.6,18.5,1.6,0.3,13.6,14.5,0.9,0.2,1.1,SG
Luke Kornet,BOS,29,73,18.6,6,5.3,1.6,0.5,1,0.4,0.668,0,0.691,5.5,85,250,Undrafted,Undrafted,Undrafted,0.683,0.011,0.346,15.2,15.8,15.5,11.9,1.3,4.8,8.8,11.4,1.6,1.7,3.3,SF
Malaki Branham,SAS,22,47,9.1,5,1.1,0.8,0.2,0,0.7,0.458,0.405,0.818,-0.7,76,180,2022,1,20,0.575,0.442,0.174,1.8,11.1,6.4,13.4,1.2,0.4,14.3,23.8,-1.2,-1.9,-3.2,SG
Malcolm Brogdon,WAS,32,24,23.5,12.7,3.8,4.1,0.5,0.2,1.6,0.433,0.286,0.88,-5,76,229,2016,2,36,0.544,0.233,0.383,3.9,13,8.4,27.4,1.1,0.8,11.9,23.7,-0.1,-1.5,-1.5,SG
Malik Beasley,DET,28,82,27.8,16.3,2.6,1.7,0.9,0.1,1,0.43,0.416,0.679,2.1,76,187,2016,1,19,0.59,0.715,0.131,2.3,8,5.2,8.9,1.5,0.2,6.8,22.5,2,-1.2,0.8,PG
Malik Monk,SAC,27,65,31.6,17.2,3.8,5.6,0.9,0.6,2.4,0.439,0.325,0.865,1.8,75,200,2017,1,11,0.549,0.456,0.19,1.6,11.7,6.7,25.7,1.5,1.8,13.5,24.6,0.3,-1.1,-0.8,PF
Marcus Sasser,DET,24,57,14.2,6.6,1.2,2.3,0.6,0.1,0.9,0.463,0.382,0.843,0.7,74,195,2023,1,25,0.589,0.514,0.172,2.5,6.9,4.7,22.9,2.2,0.5,14.5,19.4,-0.4,-0.2,-0.6,SF
Marcus Smart,WAS,31,34,20,9,2.1,3.2,1.1,0.3,1.6,0.393,0.348,0.761,1.2,75,220,2014,1,6,0.529,0.549,0.276,2.8,8.3,5.6,21.7,2.7,1.2,15.8,20.6,-1.6,0.1,-1.5,SF
MarJon Beauchamp,NYK,24,35,4.5,2.3,1.3,0.3,0.1,0,0.4,0.415,0.345,0.75,0.3,79,199,2022,1,24,0.535,0.446,0.308,8,22.6,15.6,10.2,1.2,0.6,16.9,24.9,-2.7,-1.6,-4.3,SG
Mark Williams,CHA,23,44,26.6,15.3,10.2,2.5,0.7,1.2,1.6,0.604,0,0.804,-6.8,84,240,2022,1,15,0.647,0.009,0.365,11.8,29.3,20.3,16.5,1.3,4.5,12,21.4,2.5,0.9,3.5,PF
Markelle Fultz,SAC,27,21,8.8,2.9,1,1.3,0.5,0.1,0.7,0.418,0.5,1,0.2,76,209,2017,1,1,0.452,0.119,0.015,3.6,8.5,6.1,20,2.7,1.1,18.2,19.3,-4.5,-0.2,-4.7,SF
Marvin Bagley III,MEM,26,31,8.6,4.4,2.7,0.4,0.3,0.3,0.4,0.519,0.158,0.657,-0.3,82,235,2018,1,2,0.56,0.179,0.33,15,18.2,16.6,6.5,1.6,2.7,9,20.9,0.4,-1.6,-1.2,SF
Mason Plumlee,PHX,35,74,17.6,4.5,6.1,1.8,0.4,0.6,0.8,0.619,0,0.648,0.7,82,254,2013,1,22,0.645,0.02,0.634,10.2,28.4,19.5,13.6,1.3,3.4,18.6,10.8,-1.5,1,-0.6,SF
Matas Buzelis,CHI,20,80,18.9,8.6,3.5,1,0.4,0.9,0.9,0.454,0.361,0.815,-0.4,82,209,2024,1,11,0.571,0.479,0.195,3.9,15.2,9.6,7.2,0.9,4.3,10.9,18.7,-2,-0.5,-2.5,C
Max Christie,DAL,22,78,27.3,9.6,3.3,1.9,0.8,0.4,1.1,0.427,0.366,0.855,-1.1,77,190,2022,2,35,0.57,0.532,0.258,2,11.2,6.7,9.2,1.5,1.3,11.8,15.2,-2.1,-0.5,-2.5,C
Max Strus,CLE,29,50,25.5,9.4,4.3,3.2,0.5,0.2,1.1,0.442,0.386,0.824,4.4,77,215,Undrafted,Undrafted,Undrafted,0.607,0.786,0.091,4.6,13.6,9.2,15.6,1,0.9,12.2,14.7,1.1,0.2,1.3,C
Maxi Kleber,LAL,33,34,18.7,3,2.8,1.3,0.3,0.5,0.7,0.385,0.265,0.762,-0.5,82,240,Undrafted,Undrafted,Undrafted,0.489,0.51,0.219,4.4,11.7,8.1,8.3,0.7,2.3,17.9,8.7,-4.2,0.4,-3.8,PF
Maxwell Lewis,BKN,22,28,11.7,4.1,2,0.7,0.3,0.3,0.5,0.417,0.38,0.7,-2.4,79,215,2023,2,40,0.516,0.463,0.093,6,13.5,9.5,9,1.4,2.1,11.1,16.9,-3.2,-1.1,-4.4,SF
Micah Potter,UTA,27,38,18.6,4.3,4.3,0.8,0.4,0.4,0.8,0.422,0.316,0.85,-2.7,81,248,Undrafted,Undrafted,Undrafted,0.563,0.726,0.148,6.6,18.4,12.5,5.8,1,1.9,17.7,10.3,-2.9,-0.6,-3.5,PG
Michael Porter Jr.,DEN,27,77,33.7,18.2,7,2.1,0.6,0.5,1.4,0.504,0.395,0.768,3.4,82,218,2018,1,14,0.617,0.467,0.185,6.1,16.2,11.4,8.7,0.9,1.3,8.4,20.2,1.6,-1.7,-0.1,PF
Mikal Bridges,NYK,28,82,37,17.6,3.2,3.7,0.9,0.5,1.6,0.5,0.354,0.814,4.1,78,209,2018,1,10,0.585,0.391,0.1,2.7,7,4.9,14.4,1.2,1.3,9.7,19.6,0.4,-0.9,-0.5,SF
Mike Conley,MIN,37,71,24.7,8.2,2.6,4.5,1.1,0.2,1.1,0.4,0.41,0.9,3.7,72,175,2007,1,4,0.573,0.662,0.192,2.1,9.3,5.7,24.5,2.2,0.7,12.9,14.4,-0.1,1.3,1.2,SF
Miles Bridges,CHA,27,64,31.7,20.3,7.5,3.9,0.7,0.7,2.1,0.431,0.313,0.87,-4,79,225,2018,1,12,0.541,0.413,0.233,3.7,21.9,12.6,21.7,1.1,2.2,10.2,28,2.3,-0.5,1.8,C
Miles McBride,NYK,24,64,24.9,9.5,2.5,2.9,1,0.3,0.6,0.406,0.369,0.813,3.3,73,195,2021,2,36,0.531,0.57,0.117,3.4,8.1,5.8,15.6,2.1,1,6.7,16.8,-0.4,0.4,0,C
Mo Bamba,NOP,27,32,12.9,4.3,4.5,0.6,0.3,1,0.6,0.464,0.278,0.704,-2.3,84,231,2018,1,6,0.557,0.482,0.241,8.8,30.5,19.7,6,1.1,7.4,13.9,15.2,-2.7,1.9,-0.9,SF
Monte Morris,PHX,30,45,12.7,5.2,1.5,1.6,0.4,0.1,0.5,0.426,0.36,0.857,1,74,183,2017,2,51,0.546,0.441,0.215,2.4,10.5,6.5,18.1,1.7,0.5,9,18.1,-1,-0.8,-1.8,PF
Moritz Wagner,ORL,28,30,18.8,12.9,4.9,1.4,0.8,0.4,1.6,0.562,0.36,0.718,-0.6,83,245,2018,1,25,0.649,0.301,0.442,7.7,23.1,15,13.7,2.1,2,14.1,26.8,2.6,1.4,4,SG
Moses Moody,GSW,23,74,22.3,9.8,2.6,1.3,0.8,0.4,0.7,0.433,0.374,0.797,1.8,77,211,2021,1,14,0.578,0.593,0.234,3.3,9.2,6.2,8.3,1.7,1.8,7.9,17.4,-0.9,0,-0.9,SG
Mouhamed Gueye,ATL,22,33,16.1,6,4.2,0.8,0.8,1,0.5,0.421,0.259,0.762,2.6,82,210,2023,2,39,0.52,0.474,0.246,8.8,20,14.3,6.6,2.5,5.7,7.3,15.7,-1.6,1,-0.6,SG
Moussa Diabate,CHA,23,71,17.5,5.7,6.2,0.8,0.6,0.6,0.9,0.596,0,0.595,-1.7,81,210,2022,2,43,0.609,0.021,0.414,15.7,22,18.8,6.8,1.8,3.2,15.6,13.4,-1.4,-0.4,-1.9,SF
Myles Turner,IND,29,72,30.2,15.6,6.5,1.5,0.8,2,1.7,0.481,0.396,0.773,2.8,83,250,2015,1,11,0.612,0.486,0.293,4.7,19.4,12.1,7.1,1.2,6,11.8,20.7,0,0.4,0.4,SF
Naji Marshall,DAL,27,69,27.8,13.2,4.8,3,1,0.2,1.6,0.508,0.275,0.813,-2,78,220,Undrafted,Undrafted,Undrafted,0.584,0.306,0.225,4.4,14,9.3,15.8,1.8,0.5,12.5,20,-0.3,-0.5,-0.8,PF
Nate Williams,HOU,26,20,7.3,3.3,0.7,0.5,0.4,0.2,0.7,0.435,0.231,0.625,-1.2,77,205,Undrafted,Undrafted,Undrafted,0.496,0.419,0.129,3.6,5.9,4.7,8.8,2.6,2.4,17.6,22.3,-5.5,-0.2,-5.7,SG
Naz Reid,MIN,25,80,27.5,14.2,6,2.3,0.7,0.9,1.4,0.462,0.379,0.776,4.3,81,264,Undrafted,Undrafted,Undrafted,0.577,0.501,0.155,4.7,19.3,12.1,12.6,1.3,3,9.9,21.5,0.8,0.8,1.6,SF
Neemias Queta,BOS,25,62,13.9,5,3.8,0.7,0.3,0.7,0.6,0.65,0,0.754,2.5,84,248,2021,2,39,0.674,0.015,0.3,11.2,18.5,14.9,7.4,1,4.5,14.8,13.7,-1.7,1,-0.7,PF
Nic Claxton,BKN,26,70,26.9,10.3,7.4,2.2,0.9,1.4,1.2,0.563,0.238,0.513,-7.1,83,215,2019,2,31,0.569,0.037,0.271,9,22.7,15.5,13.7,1.6,5.3,12,16.8,-1.1,1.5,0.4,SF
Nick Richards,PHX,27,57,22,9.3,8.2,0.9,0.2,1,1.4,0.591,0,0.744,-4.1,84,245,2020,2,42,0.634,0.006,0.461,13.1,27.5,20.4,5.9,0.5,4.2,16.3,17.3,-2,-1.3,-3.3,SG
Nick Smith Jr.,CHA,21,60,22.8,9.9,2.1,2.4,0.3,0.1,1.4,0.391,0.34,0.935,-6.6,74,185,2023,1,27,0.502,0.539,0.081,1,9.1,5,16.7,0.6,0.4,12.2,20.8,-3.2,-2.6,-5.7,C
Nickeil Alexander-Walker,MIN,26,82,25.3,9.4,3.2,2.7,0.6,0.4,1.2,0.438,0.381,0.78,3.3,77,205,2019,1,17,0.579,0.601,0.192,2.9,11.1,7.1,15,1.2,1.5,12.9,16,-0.8,0.4,-0.4,PG
Nicolas Batum,LAC,36,78,17.5,4,2.8,1.1,0.7,0.5,0.4,0.437,0.433,0.81,1.9,80,230,2008,1,25,0.633,0.853,0.088,4,14,9,7.8,1.9,2.6,12.1,9,-1.2,2,0.8,SF
Nikola Jokic,DEN,30,70,36.7,29.6,12.7,10.2,1.8,0.6,3.3,0.576,0.417,0.8,8.5,83,284,2014,2,41,0.663,0.243,0.331,9,28.2,19.1,44.1,2.4,1.6,12.8,29.5,9.9,3.3,13.3,PG
Nikola Jovic,MIA,22,46,25.1,10.7,3.9,2.8,0.8,0.3,1.3,0.456,0.371,0.828,-0.4,82,205,2022,1,27,0.595,0.557,0.231,2.5,14.6,8.6,16.6,1.6,1.1,12.6,18.3,-0.3,0.6,0.3,PF
Nikola Vucevic,CHI,34,73,31.2,18.5,10.1,3.5,0.8,0.7,1.6,0.53,0.402,0.805,-1.3,82,260,2011,1,16,0.611,0.309,0.144,8.3,25.2,16.9,17.1,1.2,2,9.7,22.4,2.5,0.1,2.6,PG
Noah Clowney,BKN,20,46,22.7,9.1,3.9,0.9,0.5,0.5,1,0.358,0.333,0.838,-5.7,81,210,2023,1,21,0.516,0.702,0.215,4.5,15.8,9.9,5.9,1.1,2,10.2,19,-3.1,-1,-4.1,SF
Norman Powell,LAC,32,60,32.6,21.8,3.2,2.1,1.2,0.2,1.8,0.484,0.418,0.804,5.9,76,215,2015,2,46,0.615,0.453,0.28,1.2,9.6,5.5,10.2,1.8,0.5,9.2,26.1,1.7,-0.2,1.5,PF
Obi Toppin,IND,27,79,19.6,10.5,4,1.6,0.6,0.4,0.9,0.529,0.365,0.781,-1,81,220,2020,1,8,0.642,0.503,0.19,4.1,18.7,11.5,11.9,1.4,1.6,9.5,20.1,1.8,-0.1,1.7,SG
Ochai Agbaji,TOR,25,64,27.2,10.4,3.8,1.5,0.9,0.5,0.8,0.498,0.399,0.708,-3.3,77,215,2022,1,14,0.601,0.474,0.09,3.7,11.4,7.5,7.9,1.6,1.6,8.9,14.6,-0.9,0.2,-0.7,PG
OG Anunoby,NYK,27,74,36.6,18,4.8,2.2,1.5,0.9,1.4,0.476,0.372,0.81,4.1,79,240,2017,1,23,0.591,0.448,0.22,4.2,11,7.6,8.5,2,2.2,8.3,19.7,0.7,0.1,0.7,SF
Olivier-Maxence Prosper,DAL,22,52,11.2,3.9,2.4,0.8,0.5,0.1,0.3,0.402,0.235,0.645,-2,79,230,2023,1,24,0.484,0.293,0.437,8.4,15,11.8,9.1,2.2,0.9,6.3,16.3,-1.6,-0.5,-2.1,C
Onyeka Okongwu,ATL,24,74,27.9,13.4,8.9,2.3,0.9,0.9,1.2,0.567,0.324,0.759,0.5,82,240,2020,1,6,0.634,0.216,0.316,11.4,24,17.5,11.4,1.6,3,10.4,17.3,1.2,0.2,1.3,PF
Orlando Robinson,TOR,24,44,17.5,6.9,5,1.8,0.4,0.4,1.1,0.444,0.327,0.771,-2,82,235,Undrafted,Undrafted,Undrafted,0.519,0.199,0.268,12.1,18.7,15.4,14,1.1,2,14.4,18.5,-3,-0.4,-3.4,C
Oso Ighodaro,PHX,22,61,17.1,4.2,3.6,1.2,0.5,0.5,0.6,0.604,0,0.58,-0.3,84,235,2024,2,40,0.61,0.011,0.267,7.2,16.2,11.9,9.1,1.3,2.6,15.7,10.5,-2.9,0.3,-2.6,PF
Ousmane Dieng,OKC,22,37,10.9,3.8,2.2,0.8,0.5,0.2,0.5,0.432,0.324,0.688,1.2,81,185,2022,1,11,0.538,0.568,0.128,4.9,16.3,10.7,9.6,2,1.7,12,15.7,-2,1.1,-0.9,PG
P.J. Washington,DAL,26,57,32.2,14.7,7.8,2.3,1.1,1.1,2.1,0.453,0.381,0.722,0.9,78,230,2019,1,12,0.556,0.359,0.298,5,20.9,13.1,10.1,1.7,2.8,13.6,20.4,-1.1,0.2,-0.9,C
Paolo Banchero,ORL,22,46,34.4,25.9,7.5,4.8,0.8,0.6,3,0.452,0.32,0.727,-0.5,82,250,2022,1,1,0.551,0.299,0.423,3.5,22.4,12.5,26,1.1,1.7,11.2,33.6,3.4,0.2,3.5,SG
Pascal Siakam,IND,31,78,32.7,20.2,6.9,3.4,0.9,0.5,1.4,0.519,0.389,0.734,4,80,245,2016,1,27,0.599,0.274,0.261,5.9,17.6,11.8,15.7,1.3,1.5,7.6,24.2,2.2,-0.5,1.7,SG
Pat Connaughton,MIL,32,41,14.7,5.3,2.7,1.7,0.2,0.3,0.6,0.469,0.321,0.774,-0.3,77,209,2015,2,41,0.567,0.458,0.175,3.6,15.6,9.8,15.8,0.7,1.7,11.2,15.6,-1.4,-0.8,-2.3,PF
Pat Spencer,GSW,28,39,6.4,2.5,1.2,1.2,0.4,0.1,0.5,0.406,0.227,0.733,-0.4,75,205,Undrafted,Undrafted,Undrafted,0.455,0.218,0.149,6.3,13.7,9.9,28.1,2.7,1.1,14.3,21.2,-3,1.4,-1.6,PG
Patrick Baldwin Jr.,LAC,22,24,4.4,2.2,1,0.1,0.1,0.1,0.2,0.543,0.565,0.5,1.2,81,220,2022,1,28,0.721,0.657,0.114,4.8,19.7,12.3,4.6,1.3,1.7,12,16.4,2.4,-0.9,1.5,SG
Patrick Williams,CHI,23,63,25,9,3.8,2,0.8,0.5,1.4,0.397,0.353,0.723,-2.9,79,215,2020,1,4,0.512,0.527,0.161,2.9,12.7,7.9,10.3,1.4,1.8,13.5,16.9,-3,-0.7,-3.7,PF
Patty Mills,LAC,36,29,11.1,3.8,0.8,0.9,0.4,0.1,0.6,0.375,0.347,0.929,-0.5,74,180,2009,2,55,0.543,0.781,0.146,1.4,6,3.7,11.1,1.9,0.9,14.3,15.6,-3.2,0,-3.2,PF
Paul George,PHI,35,41,32.5,16.2,5.3,4.3,1.8,0.5,2.6,0.43,0.358,0.814,-2,80,220,2010,1,10,0.543,0.47,0.17,2,17.2,9.3,20.9,2.8,1.5,14.7,23.5,-0.5,0.1,-0.4,SF
Paul Reed,DET,26,45,9.7,4.1,2.7,1,0.9,0.6,0.6,0.507,0.286,0.762,1,81,210,2020,2,58,0.573,0.197,0.296,10.2,20.8,15.6,14,4.3,5.4,13.9,18,-1.2,4,2.9,SF
Payton Pritchard,BOS,27,80,28.4,14.3,3.8,3.5,0.9,0.2,1,0.472,0.407,0.845,5.4,73,195,2020,1,26,0.633,0.723,0.097,4.9,9.8,7.3,18.1,1.5,0.6,8.4,19,3.4,0.2,3.5,SG
Pelle Larsson,MIA,24,55,14.2,4.6,1.7,1.2,0.6,0.1,0.4,0.438,0.337,0.672,0.2,77,215,2024,2,44,0.546,0.468,0.3,4,9,6.5,11.6,2,0.9,9.5,14.4,-3.8,0.7,-3.1,C
Peyton Watson,DEN,22,68,24.3,8.1,3.4,1.4,0.7,1.4,0.8,0.477,0.353,0.693,-0.4,79,200,2022,1,30,0.564,0.318,0.32,3.3,11.8,7.7,7,1.4,5,10.3,13.9,-2.1,0.3,-1.8,SG
