PLAYER_NAME,TEAM_ABBREVIATION,TS%,3PAr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OBPM,DBPM,BPM,VORP,Pos
A.J. Green,MIL,0.621,0.856,0.064,1.2,9.8,5.7,8.5,1.1,0.4,8.4,12.6,-1.7,-0.4,-2.2,SG
A.J. Lawson,TOR,0.542,0.532,0.332,4.3,14.9,9.5,9.1,1.3,1.2,6.4,20,-1.5,-1,-2.5,SG
Aaron Gordon,DEN,0.65,0.346,0.36,6.4,12.1,9.4,15,0.8,0.9,11.3,19,2.7,-1.5,1.2,PF
Aaron Holiday,HOU,0.594,0.675,0.153,1.7,8.9,5.2,14.3,1.2,1.2,11.5,16.8,-0.4,0.1,-0.2,PG
Aaron Nesmith,IND,0.653,0.515,0.211,3.7,13.9,8.8,6.6,1.5,1.4,8.2,17.4,0,-0.5,-0.5,SF
Aaron Wiggins,OKC,0.596,0.466,0.122,5.1,12.9,9.1,10.6,1.7,1,8.3,20.3,1.3,-0.2,1.1,SG
Adam Flagler,OKC,0.335,0.75,0.021,3.8,10.3,7.1,7.3,1.9,1.5,4,21.1,-8.1,-2.3,-10.3,SG
Adem Bona,PHI,0.714,0.005,0.521,11.1,19.9,15.3,4.4,1.4,7.5,20.5,14.3,-2.9,0.2,-2.7,C
AJ Johnson,WAS,0.48,0.423,0.174,1.3,8.3,4.8,17.1,0.9,0.4,13.2,17.4,-5.6,-2.5,-8.1,C
Ajay Mitchell,OKC,0.587,0.326,0.19,3.3,8.8,6.1,13.8,2,0.7,12.7,16.2,-2.5,0.9,-1.6,SG
Al Horford,BOS,0.563,0.681,0.082,5.2,18.9,12.1,10.4,1.1,2.8,8.8,13.8,0.1,1.1,1.2,SG
Alec Burks,MIA,0.608,0.764,0.181,1.9,13.8,7.9,9.1,1.6,0.8,9,16.5,0,0.3,0.3,C
Alex Caruso,OKC,0.568,0.541,0.162,4,12.2,8.2,16.6,4,2.9,9.9,15.2,0.1,3.9,4,SG
Alex Ducas,OKC,0.583,0.7,0.067,7.9,14.3,11.2,4.8,1.9,0,11.5,11.8,-2.1,0.1,-2,SG
Alex Len,LAL,0.525,0.143,0.27,11.3,16.7,14,12.6,1.2,5.4,22.1,10.3,-3.9,1.2,-2.6,SG
Alex Sarr,WAS,0.482,0.412,0.199,7.1,17.9,12.5,13.9,1.2,5,11.2,23.5,-2.2,-1,-3.3,C
Alperen  Sengun,HOU,0.545,0.079,0.374,11.4,23.8,17.5,24.1,1.7,2.3,12.7,26.2,2.6,1.8,4.4,PF
Amen Thompson,HOU,0.602,0.131,0.354,9,18.2,13.5,16.9,2.1,3.6,14.6,17.5,1.4,2.6,4.1,C
Amir Coffey,LAC,0.614,0.484,0.253,2.1,8.2,5.2,6.1,1.1,0.4,7.4,15.3,-1.5,-0.2,-1.7,SG
Andre Drummond,PHI,0.535,0.085,0.385,15.8,31.6,23.4,6.8,2.6,2.4,16.7,19.1,-2.4,-0.8,-3.2,C
Andre Jackson Jr.,MIL,0.554,0.386,0.122,7.5,12.5,10.1,10.9,1.7,1.3,21.8,11.9,-3.6,0.2,-3.4,SF
Andrew Nembhard,IND,0.545,0.325,0.252,2,10.7,6.4,22.5,2,0.5,15.8,16.3,-2.6,0.3,-2.3,SG
Andrew Wiggins,MIA,0.566,0.415,0.306,5.1,10.8,7.9,13.5,1.6,2.6,9.4,24.5,1.2,-0.3,0.9,C
Anfernee Simons,POR,0.557,0.527,0.172,1.2,8,4.5,23.3,1.3,0.2,10.6,24.6,1.5,-1.5,-0.1,SG
Anthony Black,ORL,0.521,0.315,0.318,3,11.4,7,19.4,2.3,2.4,16.4,19.6,-3.1,1.2,-1.9,SG
Anthony Davis,DAL,0.588,0.136,0.405,9.1,29.1,19.4,18.3,1.7,6,9.5,30.4,3.9,1.5,5.4,SF
Anthony Edwards,MIN,0.595,0.503,0.308,2.4,14.8,8.7,20.9,1.6,1.7,12,31.4,4.4,0,4.3,SG
Anthony Gill,WAS,0.586,0.352,0.568,4.7,12.6,8.6,5.7,1.1,0.5,8.3,12.7,-3,-1.5,-4.5,PG
Antonio Reeves,NOP,0.579,0.52,0.141,2.9,7.6,5.1,8.8,1.5,0.6,10.2,18.8,-1.2,-2,-3.2,C
Ariel Hukporti,NYK,0.654,0,0.419,7.5,19.4,13.5,6.4,0.2,6.4,36.4,11.6,-6.5,0.9,-5.6,SG
Ausar Thompson,DET,0.568,0.107,0.309,9.3,15.9,12.6,14.4,3.5,2.9,13.3,19.1,-0.8,2.5,1.7,PF
Austin Reaves,LAL,0.616,0.512,0.353,2.8,11.5,7.3,24.9,1.6,0.8,12.9,23.7,2.4,-0.5,1.9,SF
Ayo Dosunmu,CHI,0.585,0.421,0.176,2,10,6.1,20.2,1.4,1.1,12.5,16.6,-1.4,-0.2,-1.6,SG
Bam Adebayo,MIA,0.561,0.199,0.295,7.7,23.1,15.5,20,1.8,1.9,11.4,23.5,1,1,2,C
Baylor Scheierman,BOS,0.49,0.745,0.109,5.4,13,9.2,11.3,2.2,0.5,9.4,14.5,-2.5,0.8,-1.7,SF
Ben Sheppard,IND,0.555,0.693,0.094,4,12,8,8.6,1.5,1,6.9,11.3,-2.2,0.2,-2,SF
Ben Simmons,LAC,0.539,0,0.148,4.6,20.3,12.2,37,1.7,2,30,13.2,-2.3,1.8,-0.5,SG
Bennedict Mathurin,IND,0.579,0.338,0.389,4.6,15.2,9.9,8.8,1.1,1,11.9,22.8,-1.3,-1.5,-2.9,SG
Bilal Coulibaly,WAS,0.515,0.359,0.296,4.8,10.9,7.8,14.9,1.9,1.9,15.1,17.9,-3,-0.7,-3.7,C
Bismack Biyombo,SAS,0.576,0,0.219,8.7,23.4,16,7.9,1.5,3.9,17.8,12.3,-3.6,0,-3.6,SG
Blake Wesley,SAS,0.51,0.312,0.328,2.7,6.9,4.8,22.3,2.6,0.8,20.2,16.7,-3.9,-0.3,-4.2,SG
Bobby Portis,MIL,0.542,0.299,0.123,8.2,27,18,12.9,1.4,1.9,8.3,24.1,0.6,-0.4,0.2,PG
Bol Bol,PHX,0.627,0.508,0.142,5.1,20.4,13,7.7,1,5.2,9.3,21.1,1.7,-0.9,0.8,SF
Bones Hyland,MIN,0.576,0.695,0.22,2.4,9.3,5.9,20.1,3.7,1.7,16.2,28.2,0.9,1.8,2.7,SF
Bradley Beal,PHX,0.598,0.38,0.197,2.3,9.1,5.8,17.6,1.7,1.5,11.6,22.1,-0.1,-1,-1.1,C
Branden Carlson,OKC,0.581,0.68,0.186,7.6,15.8,11.8,7.5,1,8.6,6.3,19.3,0.5,0.8,1.3,SG
Brandin Podziemski,GSW,0.557,0.491,0.151,4,16.8,10.2,18.7,2,0.7,10.1,18.3,-0.1,0.8,0.7,PF
Brandon Boston Jr.,NOP,0.535,0.367,0.223,3,11.9,7.3,13.7,2.6,0.9,11.1,20,-2.3,-0.2,-2.5,SF
Brandon Clarke,MEM,0.638,0.045,0.229,11.3,17.3,14.3,7.4,2,2.7,8.9,15.3,0,0.8,0.8,SG
Brandon Miller,CHA,0.54,0.597,0.161,2.8,12.5,7.6,18.3,1.5,2.1,12.6,27.7,0.8,-0.8,0,PF
Brandon Williams,DAL,0.634,0.319,0.351,2.7,10.1,6.5,23.2,2.4,0.9,15.2,22.6,1,-0.1,1,PG
Brice Sensabaugh,UTA,0.612,0.621,0.122,3.2,12.6,7.9,12,1.5,0.5,14.5,21.5,0.4,-1.6,-1.2,SG
Bronny James,LAL,0.424,0.478,0.209,2.6,8.5,5.6,16.5,2.4,1.6,15.1,20.9,-5.9,-1.3,-7.2,C
Brook Lopez,MIL,0.624,0.482,0.178,5,11.8,8.6,7.8,0.9,5.4,9.1,15.8,0.4,0.4,0.8,SG
Bruce Brown,NOP,0.504,0.262,0.21,4.5,14.9,9.6,12.8,1.8,1,10.4,17.2,-3.2,-0.6,-3.8,SG
Bub Carrington,WAS,0.514,0.544,0.114,1.4,13.1,7.2,21.2,1,0.8,15.2,15.8,-3.3,-1.3,-4.6,PF
Buddy Hield,GSW,0.56,0.698,0.081,2.9,12.7,7.6,10.7,1.8,1.2,10.1,20.5,-0.7,-0.3,-1,SF
Cade Cunningham,DET,0.565,0.287,0.254,2.5,16.5,9.6,43,1.4,2.1,16,33.2,3.8,0.1,3.9,SF
Caleb Houstan,ORL,0.605,0.842,0.089,2.6,8.6,5.5,6.4,1.4,0.7,6.2,11.7,-2.4,0.2,-2.2,PG
Caleb Martin,DAL,0.513,0.339,0.322,4.8,11.7,8.2,10.7,1.9,1.8,13.9,14.4,-2.9,-0.2,-3.2,SF
Cam Reddish,LAL,0.498,0.5,0.277,3.3,9.1,6.3,4.8,2.8,1.6,10.2,8.8,-4.4,1.6,-2.7,SF
Cam Spencer,MEM,0.587,0.634,0.232,5.1,7.5,6.3,16.9,1.7,0.4,6.2,15.4,0.3,0.2,0.5,SG
Cam Thomas,BKN,0.575,0.43,0.333,2.1,10.4,6,22.9,1,0.3,10.6,32.6,2.8,-2.6,0.3,C
Cam Whitmore,HOU,0.549,0.454,0.179,4.5,15.1,9.7,8.9,1.8,1.4,9.6,23.9,0.7,-0.4,0.3,PG
Cameron Johnson,BKN,0.632,0.546,0.301,3.3,12.8,7.8,18.5,1.5,1.4,10.5,22.9,3.5,-0.4,3.1,C
Cameron Payne,NYK,0.532,0.574,0.121,1.5,9.4,5.5,25.5,1.8,1.4,10,20.8,-0.1,-0.2,-0.2,SG
Caris LeVert,ATL,0.582,0.474,0.259,2.8,11,6.9,18.1,1.7,1.9,10.2,19.4,0.8,0.1,0.9,PG
Cason Wallace,OKC,0.562,0.425,0.076,4.1,8.8,6.5,11.5,3.1,1.9,10.5,12.8,-1.5,2.6,1,SG
Charles Bassey,SAS,0.597,0,0.282,15.9,27.4,21.7,6.6,1.8,7.2,14.9,17.5,-1.7,0.6,-1.1,PG
Chet Holmgren,OKC,0.599,0.34,0.393,6,25,15.7,9.7,1.3,8.2,12.3,22,0.5,1.9,2.4,SF
Chris Boucher,TOR,0.615,0.522,0.235,8.5,19.6,13.9,5.9,1.3,2.8,6.6,21.2,2.9,-0.6,2.3,SF
Chris Livingston,MIL,0.441,0.296,0.593,10.7,24.6,17.9,6,2.3,0,15,16.6,-5,-1.1,-6.1,SG
Chris Paul,SAS,0.58,0.636,0.158,1.5,12.3,6.9,34.8,2.2,0.9,17.1,14,0.3,0.5,0.8,SF
Christian Braun,DEN,0.665,0.273,0.261,4.2,12.2,8.4,10.1,1.5,1.2,8.1,15.8,0.8,-0.5,0.3,SG
Christian Koloko,LAL,0.624,0.061,0.212,11.9,18.2,15.1,6.4,1.2,4.4,14.3,10.8,-3,0.2,-2.8,SG
CJ McCollum,NOP,0.55,0.459,0.173,2.4,10.3,6.2,20.6,1.2,1.3,9,27.2,1.2,-2.6,-1.4,SF
Clint Capela,ATL,0.564,0.003,0.249,15.8,28.2,21.8,7.4,1.4,4.1,9.8,16.7,-0.6,-0.4,-1,PF
Coby White,CHI,0.601,0.521,0.274,1.1,10.4,5.8,19.5,1.3,0.6,12.4,24.4,0.5,-1.4,-0.9,PG
Cody Martin,PHX,0.509,0.465,0.188,4.8,15.9,10.3,13,2.4,2.7,12.7,14.7,-2.8,1.1,-1.7,SG
Cody Williams,UTA,0.419,0.525,0.156,2.8,8.7,5.7,7.4,1,1.4,13.8,12.5,-6.1,-1.2,-7.3,SG
Colby Jones,WAS,0.544,0.38,0.271,4.3,13.6,9,12,2.4,2.4,13.7,13.7,-3.3,0.4,-2.8,C
Cole Anthony,MEM,0.531,0.401,0.208,4.1,15.5,9.5,25.5,1.8,2.5,14.8,24.6,-0.8,0.9,0.1,C
Colin Castleton,TOR,0.536,0.163,0.388,13,17.9,15.4,8.9,0.9,2.2,16.7,13.4,-4,-1,-5,PF
Collin Gillespie,PHX,0.578,0.57,0.139,5.5,13.2,9.4,24,2.3,1,9.2,17.7,2.3,0.2,2.5,SG
Collin Sexton,UTA,0.593,0.313,0.29,3.7,6.8,5.2,25.1,1.3,0.3,14.1,27,1.7,-2.3,-0.6,SF
Corey Kispert,WAS,0.584,0.584,0.156,2.3,9.5,5.9,9.7,0.8,0.8,9.6,17.5,-1.4,-2.2,-3.7,PG
Cory Joseph,ORL,0.547,0.695,0.117,3,11.2,6.9,17,2.1,0.6,10,12.8,-2.3,1.4,-0.8,SG
Craig Porter Jr.,CLE,0.61,0.343,0.229,4.1,9.9,7.1,17.7,1.6,2.6,19.8,15.9,0.1,1,1.1,C
Dalano Banton,POR,0.497,0.438,0.247,2.8,10.4,6.5,21.5,1.9,2.8,13.3,24.1,-0.6,-0.2,-0.8,PF
Dalen Terry,CHI,0.546,0.388,0.257,4.1,9,6.6,12.7,2.1,1.3,15.1,14.9,-4,0.2,-3.8,PG
Dalton Knecht,LAL,0.594,0.61,0.151,2.9,13.1,8.1,6.5,0.8,0.5,5.9,18.5,-0.1,-1.7,-1.8,C
Damian Lillard,MIL,0.621,0.528,0.396,1.6,12.1,7.1,29.7,1.6,0.4,12.2,27.8,4.7,-0.6,4,SG
Damion Lee,PHX,0.499,0.5,0.284,2.4,12.8,7.8,11.5,2.1,0,10.7,28.6,-2.9,-2.1,-5.1,SF
D'Angelo Russell,BKN,0.522,0.564,0.227,1.5,11,6.2,31.2,1.9,1.5,13.3,24,0,-0.4,-0.4,SG
Daniel Gafford,DAL,0.716,0,0.486,14.1,20.3,17.2,10.2,0.9,7.1,11.9,19.5,2.7,1.1,3.8,SG
Daniel Theis,NOP,0.558,0.287,0.287,7.4,21.5,14.2,13,1.4,3.1,14.7,11.6,-3.3,0,-3.3,PG
Dante Exum,DAL,0.589,0.396,0.231,1.2,8.3,4.8,21.5,1.6,0.7,13,19.6,-1.2,-1.1,-2.3,SF
DaQuan Jeffries,CHA,0.518,0.564,0.103,3.6,10,6.7,7.2,1.2,2.3,10.3,13.5,-4,-0.7,-4.7,C
Dariq Whitehead,BKN,0.58,0.771,0.052,1.8,12.1,6.7,7.8,1.2,0.4,13.3,20.1,-1.5,-2.2,-3.7,PG
Darius Garland,CLE,0.6,0.451,0.217,2.3,7.6,5,32.2,1.9,0.4,12.8,27.2,3.9,-0.8,3.1,SG
David Roddy,HOU,0.561,0.488,0.208,3.4,19.5,11.2,11.5,1.6,2,13.9,16,-1.6,0.1,-1.5,SF
Davion Mitchell,MIA,0.573,0.443,0.176,1.9,7.1,4.5,24.2,1.7,0.8,20,13.6,-2.8,0.2,-2.6,PG
Day'Ron Sharpe,BKN,0.568,0.142,0.233,17.8,23.8,20.7,16.8,2.3,4.6,15.3,19.9,0,0.9,0.9,PG
De'Aaron Fox,SAS,0.56,0.328,0.273,2.7,12.1,7.4,27.2,2,1.1,11.8,28.3,1.3,-1,0.4,SG
Dean Wade,CLE,0.563,0.819,0.111,4.5,16.6,10.8,7.3,1.6,1.4,7.2,10.4,-1,1.2,0.3,SG
Deandre Ayton,POR,0.583,0.068,0.128,10.9,26,18.2,8.5,1.2,2.9,12.2,19.4,-0.3,-0.4,-0.7,SG
De'Andre Hunter,CLE,0.623,0.509,0.333,2.7,13.4,8.1,7.5,1.4,0.7,8.6,22.8,1.2,-0.8,0.4,PG
DeAndre Jordan,DEN,0.621,0,0.457,14,30.3,22.6,9.5,1.1,3.5,19.2,12.8,-1.4,0.2,-1.2,PG
Dejounte Murray,NOP,0.494,0.352,0.251,1.8,20.1,10.7,34.6,3,1.1,16.2,27.3,-1.3,-0.3,-1.6,SG
Delon Wright,NYK,0.44,0.557,0.191,4.9,6.5,5.7,15,2.7,1.8,13.4,11.3,-2.8,1.4,-1.4,SF
DeMar DeRozan,SAC,0.569,0.196,0.337,2,10.1,6,18.7,1.1,1.1,6.5,25,1.2,-1.2,-0.1,PG
Deni Avdija,POR,0.605,0.405,0.441,5.4,21.2,13.1,19.9,1.6,1.5,16.3,23.2,1.5,0.6,2.1,SG
Dennis Schröder,DET,0.531,0.449,0.261,1.4,9.2,5.2,28.7,1.5,0.6,13.3,21.6,-1.3,-0.9,-2.2,SG
Dereck Lively II,DAL,0.704,0,0.382,13.9,21.3,17.7,14.3,1.2,5.7,15.5,13.6,1.1,2.2,3.3,PG
Derrick Jones Jr.,LAC,0.609,0.372,0.2,5.7,10.1,8,4.6,2.1,1.7,9.3,16.5,-1,0.7,-0.3,C
Derrick White,BOS,0.606,0.721,0.168,2.8,11.5,7.2,20.2,1.4,2.9,11.3,19.8,2.7,0.8,3.5,C
Desmond Bane,ORL,0.6,0.411,0.194,3,16.9,10,23.6,1.7,1.2,13.3,23.3,2.6,0.6,3.2,PG
Devin Booker,PHX,0.589,0.388,0.34,3.1,8.9,6.1,30.6,1.2,0.5,11.9,29.3,2.8,-2.4,0.4,PG
Devin Carter,SAC,0.471,0.48,0.346,5.4,16.2,10.8,13.5,2.6,1,11,17.9,-3.5,0.3,-3.2,SG
Devin Vassell,SAS,0.553,0.483,0.135,1.8,12,6.9,13.8,2,1.5,8.5,22.1,-0.3,-0.8,-1.1,C
Dillon Brooks,HOU,0.555,0.524,0.135,3.3,9.1,6.1,7.4,1.2,0.6,7.4,17.7,-1.4,0,-1.4,SF
Dillon Jones,OKC,0.464,0.474,0.211,6,17.3,11.8,12.6,1.4,0.7,16.2,13.3,-4.3,0.3,-4,PG
Domantas Sabonis,SAC,0.655,0.175,0.324,12.3,32.6,22.4,26,1,1,16.5,21.6,4.2,1.1,5.2,SG
Dominick Barlow,ATL,0.58,0.239,0.292,10,15,12.4,6.9,1.1,3.9,3.8,14.5,-1.4,-0.8,-2.2,PF
Donovan Clingan,POR,0.574,0.147,0.311,17.3,26.1,21.6,8.3,1.2,7.5,15.9,14.2,-1.7,1.4,-0.3,PG
Donovan Mitchell,CLE,0.575,0.48,0.274,2.8,12.5,7.8,23.9,2,0.7,9.2,30.9,3.8,-0.2,3.7,C
Donte DiVincenzo,MIN,0.582,0.739,0.106,2.2,13.3,7.9,20.2,2.2,1,13.8,19.4,0.8,1.1,1.9,PG
Dorian Finney-Smith,LAL,0.604,0.722,0.103,5,10.4,7.7,6.9,1.6,1.2,11,12.3,-1.1,0.1,-1,PF
Doug McDermott,SAC,0.617,0.863,0.043,1,6.2,3.6,2.8,0.6,0.6,4.8,15.7,-0.8,-2.4,-3.2,C
Draymond Green,GSW,0.534,0.483,0.289,3.9,19,11.2,26.2,2.4,3.4,23.3,15.9,-2.3,2.8,0.5,SF
Drew Eubanks,LAC,0.622,0.031,0.366,8.9,24.1,16.5,10.6,0.8,5,15.4,15.1,-1.2,0.6,-0.7,C
Drew Peterson,BOS,0.601,0.805,0.22,5.3,18.1,11.7,9.1,1.3,1,15.1,12.5,-1.8,1,-0.8,SG
Duncan Robinson,MIA,0.595,0.729,0.08,1.1,9.1,5.2,14.7,1.1,0.3,11.1,19.2,-0.7,-1.1,-1.7,PG
Duop Reath,POR,0.552,0.639,0.133,9.9,11.4,10.6,8,1.2,2.7,8.3,17,0.2,-0.5,-0.3,PG
Dwight Powell,DAL,0.713,0.082,0.705,9.5,13.7,11.7,12.5,1.6,3.3,18.4,7.6,-1.5,1.5,0,SF
Dyson Daniels,ATL,0.545,0.255,0.152,5.1,14.2,9.6,17.9,4.2,2,13.6,18.2,-1.1,2.6,1.5,SF
Elfrid Payton,NOP,0.34,0.049,0.057,3.1,13.9,8.3,43.3,2.3,2.1,32.1,15.2,-5.1,-1.3,-6.4,PG
Enrique Freeman,IND,0.507,0.27,0.514,6.8,11.6,9.2,6.1,0.8,1.5,11.7,12.3,-4.9,-1.4,-6.3,C
Eric Gordon,PHI,0.591,0.672,0.235,1.1,5.8,3.4,12,1.7,1.5,11.1,14.4,-0.8,-0.8,-1.6,SF
Evan Mobley,CLE,0.633,0.254,0.337,8.4,24,16.5,15.1,1.4,4.7,12.2,23.2,3.1,1.5,4.6,SG
Franz Wagner,ORL,0.558,0.303,0.268,3,17.1,9.7,26.6,1.9,1,9.6,31,2.6,0.5,3.1,SG
Fred VanVleet,HOU,0.515,0.607,0.181,1.6,9.7,5.6,21.2,2.2,1.1,9.6,17.7,-0.4,1.3,0.9,SG
Gabe Vincent,LAL,0.536,0.736,0.05,1.5,5.2,3.4,8.7,1.6,0.8,8.7,13.5,-3.8,-0.1,-4,PG
Garrett Temple,TOR,0.406,0.467,0.2,4.2,9.7,6.8,17.4,3.6,0.8,13.3,13.9,-5.7,2.1,-3.6,SG
Garrison Mathews,ATL,0.606,0.848,0.304,1.7,10,5.7,9.3,1.5,1.7,9.6,15.9,-1.1,-0.5,-1.6,SF
Gary Harris,ORL,0.524,0.759,0.09,3.1,7.5,5.2,5.8,1.8,1.6,10.9,9.5,-3.9,1.2,-2.7,SF
Gary Payton II,GSW,0.635,0.319,0.128,6,15.8,10.7,13.5,2.7,1.7,11,16.1,-0.5,2,1.4,C
Gary Trent Jr.,MIL,0.591,0.659,0.14,1.2,8.2,4.8,6.4,1.8,0.2,5.7,17.1,-1.2,-0.4,-1.6,PF
Georges Niang,ATL,0.607,0.66,0.094,3.1,14.3,8.7,8.8,0.8,0.8,11.3,17.9,-1.1,-1.2,-2.3,C
GG Jackson,MEM,0.482,0.477,0.201,6.3,14.8,10.6,8.2,1.2,1,12.5,21.7,-3.3,-2,-5.3,SG
Giannis Antetokounmpo,MIL,0.625,0.048,0.536,7.3,29.7,19,36,1.2,3.2,11.2,35.2,6.9,2.5,9.5,SG
